ProteinID,902_HET_M_imputed_intensity,903_MUT_M_imputed_intensity,904_HET_M_imputed_intensity,907_MUT_F_imputed_intensity,910_WT_M_imputed_intensity,911_WT_M_imputed_intensity,Entry Name,Protein names
Q9CWR2,15.22030274,15.81396402,15.31568736,15.66669003,15.26106283,15.65183653,SMYD3_MOUSE,Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)
Q99MB1,15.22007975,14.81602864,15.45432179,14.28550337,14.51912021,15.15725613,TLR3_MOUSE,Toll-like receptor 3 (CD antigen CD283)
Q80TG1,15.21944838,15.21858594,15.12342226,14.90026304,15.25526098,15.46481374,KANL1_MOUSE,KAT8 regulatory NSL complex subunit 1 (NSL complex protein NSL1) (Non-specific lethal 1 homolog)
Q8C811,15.21826428,14.08781916,14.31291131,14.76796199,14.76937815,14.20005566,S35E2_MOUSE,Solute carrier family 35 member E2A
Q32NZ6,15.21585526,14.86552547,14.86880809,14.7577546,15.08811741,14.91042256,TMC5_MOUSE,Transmembrane channel-like protein 5
Q8VDG3,15.21494515,15.00029495,14.81228763,15.02889889,14.81740342,14.63861126,PARN_MOUSE,Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Polyadenylate-specific ribonuclease)
Q9CR08,15.21408381,15.42418926,15.20710204,14.94836267,14.99222584,15.13951938,RPP29_MOUSE,Ribonuclease P protein subunit p29
Q99L13,15.21403447,14.26345261,14.96687491,14.7609486,15.57428899,14.21966013,3HIDH_MOUSE,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)"
Q60793,15.21398512,14.94998169,15.00200626,15.27536432,15.48449566,15.67907318,KLF4_MOUSE,Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor)
Q9R207,15.21373078,15.83698725,15.02298759,15.13729138,15.64085215,15.79729929,NBN_MOUSE,Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1 homolog)
Q9WUB4,15.21310802,15.101471,15.13865579,14.80569854,14.94441925,15.06065794,DCTN6_MOUSE,Dynactin subunit 6 (Dynactin subunit p27) (Protein WS-3)
Q80Y19,15.21207835,15.19356001,15.54666842,15.12235888,14.95559088,15.52839001,RHGBA_MOUSE,Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)
Q8C4M7,15.21098709,15.29582991,15.72592005,15.39818588,15.21970172,15.30828925,CENPU_MOUSE,Centromere protein U (CENP-U) (MLF1-interacting protein)
Q9DBH0,15.21075124,15.36793683,15.0894422,15.18056577,15.50628588,15.66302155,WWP2_MOUSE,NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)
Q9CQT1,15.21070939,14.67440195,14.24946904,15.4757271,15.61045104,15.01840885,MTNA_MOUSE,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)
Q60692,15.21022233,14.38148888,14.6464237,14.67770863,14.76221592,14.96600067,PSB6_MOUSE,Proteasome subunit beta type-6 (EC 3.4.25.1) (Low molecular mass protein 19) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1) (beta-1)
Q80WQ2,15.20874113,15.65746081,15.62737714,15.68829949,15.36768093,15.45115637,VAC14_MOUSE,Protein VAC14 homolog
Q9D8C3,15.20729655,14.83515727,15.00222168,14.27230173,14.05523159,14.05686629,ALG13_MOUSE,UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation 13 homolog)
A2AJK6,15.20596884,15.43475852,15.21778734,15.13184491,15.34613971,15.43323659,CHD7_MOUSE,Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)
P50136,15.20535036,15.27139372,15.00736021,15.15910265,15.95797262,15.04586202,ODBA_MOUSE,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)"
Q8VC57,15.20451383,14.56848463,15.27846761,14.17789444,14.50486243,15.48944973,KCTD5_MOUSE,BTB/POZ domain-containing protein KCTD5
Q9Z2D8,15.20233048,15.90755731,15.53661452,15.33553342,15.28391309,15.65178889,MBD3_MOUSE,Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)
Q9CWN7,15.2020358,15.72565649,15.35934121,15.76670747,15.1108136,15.63153803,CNO11_MOUSE,CCR4-NOT transcription complex subunit 11
Q6ZQK0,15.19825702,15.30547042,14.81377117,15.18127651,15.37608807,15.19668664,CNDD3_MOUSE,Condensin-2 complex subunit D3 (Non-SMC condensin II complex subunit D3)
Q920S3,15.19786554,15.34142153,15.1234263,15.17707689,15.07504872,15.13282904,GATD1_MOUSE,GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)
Q8VD26,15.19779645,15.40682615,15.63341248,15.337601,15.83333733,16.00503895,TM143_MOUSE,Transmembrane protein 143
P15626,15.19616409,14.8228546,15.20066876,15.93167936,16.19497418,15.06627423,GSTM2_MOUSE,Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST 5-5) (GST class-mu 2) (Glutathione S-transferase pmGT2)
D3YW26,15.19594886,15.16569215,14.75230746,15.37293646,15.7824659,15.37773924,D3YW26_MOUSE,Transcriptional adaptor 2B
Q91WL8,15.1949338,14.81644371,15.21494895,14.69393882,14.73922156,14.96203291,WWOX_MOUSE,WW domain-containing oxidoreductase (EC 1.1.1.-)
Q3UFY0,15.19422975,15.02887731,14.9827218,14.13914362,14.79432448,14.38538385,RRP36_MOUSE,Ribosomal RNA processing protein 36 homolog
Q3TPX4,15.19309409,15.86183811,15.62976926,16.03575062,15.11335963,15.23794935,EXOC5_MOUSE,Exocyst complex component 5 (Exocyst complex component Sec10)
Q8K400,15.19270121,15.15832567,14.94271609,14.81069212,15.01626857,15.00369797,STXB5_MOUSE,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)
O88307,15.19218492,15.30284595,14.97455351,14.56349422,14.76140579,15.02754752,SORL_MOUSE,Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)
Q9QZC7,15.19127517,14.58941122,14.85179783,14.91007116,14.78839208,15.04342893,PKHB2_MOUSE,Pleckstrin homology domain-containing family B member 2 (PH domain-containing family B member 2) (Evectin-2)
Q9WU42,15.18931882,15.30819325,14.82257581,14.69101828,14.78474218,15.48921137,NCOR2_MOUSE,"Nuclear receptor corepressor 2 (N-CoR2) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (SMRTe) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)"
Q8R3L2,15.18870088,14.63359128,15.17848979,15.08363722,14.9274215,15.5797726,TCF25_MOUSE,Ribosome quality control complex subunit TCF25 (Nuclear localized protein 1) (Transcription factor 25) (TCF-25)
Q8BH61,15.18849612,15.78369656,14.61426698,15.92791219,15.42611075,14.85028941,F13A_MOUSE,Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)
Q60967,15.18705432,15.44713167,15.18082991,15.27906279,14.65725145,15.30918145,PAPS1_MOUSE,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]
Q61026,15.18669847,15.32678408,14.97905894,15.21587043,14.75879056,15.63377289,NCOA2_MOUSE,Nuclear receptor coactivator 2 (NCoA-2) (Glucocorticoid receptor-interacting protein 1) (GRIP-1) (Steroid receptor coactivator 2) (SRC-2) (Transcriptional intermediary factor 2)
P59178,15.18658242,15.48504625,15.4236215,15.05131942,15.09271998,15.06822406,LMBL2_MOUSE,Lethal(3)malignant brain tumor-like protein 2 (L(3)mbt-like protein 2)
Q14AX6,15.18597492,15.28294723,14.84434289,14.84100898,14.99736916,15.25787396,CDK12_MOUSE,"Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12)"
Q8K2R5,15.18569236,15.49937878,15.02787145,14.85360196,15.35242971,15.25086834,ZN668_MOUSE,Zinc finger protein 668
Q9DBQ7,15.18340665,15.24993563,15.14951295,15.65999032,15.07752925,15.27508055,PACE1_MOUSE,Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3)
Q91VL9,15.18218094,15.96347187,14.64604112,15.0213574,15.19397575,15.66220661,ZBTB1_MOUSE,Zinc finger and BTB domain-containing protein 1
Q8CHP6,15.18179673,15.46837267,15.4043699,14.87362194,15.14110927,15.92953351,PHC3_MOUSE,Polyhomeotic-like protein 3
Q3UHH1,15.17900712,15.29469254,15.14104938,15.07481464,14.87472205,15.17948928,ZSWM8_MOUSE,Zinc finger SWIM domain-containing protein 8
Q9D7V9,15.17889823,14.98008155,14.95467798,15.30811857,14.88868142,14.66289086,NAAA_MOUSE,N-acylethanolamine-hydrolyzing acid amidase (EC 3.5.1.60) (Acylsphingosine deacylase NAAA) (EC 3.5.1.23) (N-acylsphingosine amidohydrolase-like) (ASAH-like protein) [Cleaved into: N-acylethanolamine-hydrolyzing acid amidase subunit alpha; N-acylethanolamine-hydrolyzing acid amidase subunit beta]
Q8K0G5,15.17862595,14.38882454,14.58454565,14.82990603,15.87216023,15.48557148,EIPR1_MOUSE,EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)
Q9D115,15.1777115,14.64592295,14.00338615,10.78380723,15.53170737,14.53372515,ZN706_MOUSE,Zinc finger protein 706
P62878,15.17765312,14.7624599,15.47775827,15.90522716,15.37861999,15.69058187,RBX1_MOUSE,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (RING finger protein 75) (RING-box protein 1) (Rbx1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]"
Q62187,15.1775519,15.38107987,15.33762887,15.27180221,15.07634381,15.2725168,TTF1_MOUSE,Transcription termination factor 1 (TTF-1) (RNA polymerase I termination factor) (Transcription termination factor I) (TTF-I) (mTFF-I)
Q9JK95,15.1765277,11.1143726,15.20142328,15.08981458,14.22306651,15.05706098,PERP_MOUSE,p53 apoptosis effector related to PMP-22 (Keratinocyte-associated protein 1) (KCP-1)
Q61035,15.17639524,14.17919378,14.34444849,14.94972642,15.49665408,14.75017833,HARS1_MOUSE,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)"
Q80U56,15.17603286,15.31261001,14.82089694,15.16943964,15.18980526,15.31529465,AVL9_MOUSE,Late secretory pathway protein AVL9 homolog
O54992,15.17523765,15.29532053,15.99496769,15.56156839,14.89863917,15.27885596,MAPK5_MOUSE,MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAPK-5) (EC 2.7.11.1)
F8VPZ9,15.17484378,15.41491642,15.26893668,15.16799432,15.47226246,15.36791636,BICRA_MOUSE,BRD4-interacting chromatin-remodeling complex-associated protein (Glioma tumor suppressor candidate region gene 1 protein)
P28704,15.17484378,15.38756974,15.22882996,15.44601062,16.19861769,15.21526376,RXRB_MOUSE,Retinoic acid receptor RXR-beta (MHC class I regulatory element-binding protein H-2RIIBP) (Nuclear receptor subfamily 2 group B member 2) (Retinoid X receptor beta)
A2RT67,15.17461755,15.55380326,15.84327089,15.69579649,14.82225214,15.58976817,DEND3_MOUSE,DENN domain-containing protein 3
Q8R2U4,15.17451612,14.72293558,14.57759405,15.11106229,15.1682882,14.7868873,NTM1A_MOUSE,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]"
Q8VDG5,15.17431715,15.29408581,15.19902431,16.07680099,15.94955545,15.40463601,PPCS_MOUSE,Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)
Q8CG46,15.17386058,15.3873173,15.10749499,15.16999153,15.48354814,15.28063305,SMC5_MOUSE,Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)
O35604,15.17311103,14.02301792,14.71289773,14.35731832,14.58856825,14.35904945,NPC1_MOUSE,NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)
Q920D3,15.17311103,15.45608485,15.29955863,14.69926336,14.97489851,15.26535499,MED28_MOUSE,Mediator of RNA polymerase II transcription subunit 28 (Mediator complex subunit 28)
Q8BJL0,15.17090306,15.40214604,14.98655759,15.33207852,16.55849844,15.69852833,SMAL1_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (mharp) (Sucrose nonfermenting protein 2-like 1)
Q9Z2C5,15.16956491,15.07830511,15.02425232,15.46119804,15.10496315,15.25401733,MTM1_MOUSE,"Myotubularin (EC 3.1.3.95) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase)"
Q8R087,15.16931436,14.87298262,15.13300571,14.56550674,14.61021744,15.03508689,B4GT7_MOUSE,"Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)"
Q9ES28,15.16843316,15.45354073,15.23213233,15.32779822,15.20337477,15.52359565,ARHG7_MOUSE,Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta) (p85SPR)
B2RT54,15.1673907,14.88494795,15.08554715,15.13136666,14.83435747,15.093595,B2RT54_MOUSE,Apolipoprotein L 7a
P22366,15.16553122,15.15874379,15.32925677,15.66827838,15.32727545,15.16206477,MYD88_MOUSE,Myeloid differentiation primary response protein MyD88
Q8BLN5,15.16433737,15.13308601,15.84863272,14.69629382,14.38371104,14.87686703,LSS_MOUSE,"Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC)"
Q9QWF0,15.1628948,14.50493689,14.07504454,14.09060867,15.23053087,15.02065446,CAF1A_MOUSE,Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150)
Q8K2Q9,15.16146653,15.42732267,15.4154612,15.27167093,14.90161173,15.69952908,SHOT1_MOUSE,Shootin-1 (Shootin1)
A2APB8,15.16130906,14.72953578,14.28608843,14.00587889,14.73531802,14.76563316,TPX2_MOUSE,Targeting protein for Xklp2
G3UWE2,15.15920517,11.04810513,16.08524837,14.86135836,14.75450653,15.42097668,G3UWE2_MOUSE,Interferon-gamma-inducible GTPase Ifgga4 protein (RIKEN cDNA F830016B08 gene)
P51141,15.15687312,15.38031562,14.87721223,15.48019064,15.07913057,14.89488406,DVL1_MOUSE,Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)
Q9D0B1,15.15581436,15.13700713,15.80695736,15.65567885,16.48524127,15.50340961,ZN524_MOUSE,Zinc finger protein 524
Q925B0,15.15575508,15.08738411,14.19462606,14.40607211,14.88698732,15.51255221,PAWR_MOUSE,PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4)
Q99PS0,15.15551003,16.36261337,15.39836961,15.44087565,14.82051307,15.25666204,K1C23_MOUSE,"Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)"
Q91ZP4,15.15476274,15.58178903,15.64658121,16.1088307,16.53934059,15.20854683,S5A4B_MOUSE,Solute carrier family 5 member 4B (Low affinity sodium-glucose cotransporter) (SGLT3-b)
P16675,15.15363911,15.26566998,15.21970172,15.90696808,15.84136532,15.28750317,PPGB_MOUSE,Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]
Q8R3R8,15.15197976,16.00649483,15.24023233,15.61997634,15.38265104,15.04767777,GBRL1_MOUSE,Gamma-aminobutyric acid receptor-associated protein-like 1 (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)
Q8CHW4,15.15105619,15.14579685,15.20302293,15.51080434,16.64215043,15.35634536,EI2BE_MOUSE,Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)
E9Q9B3,15.14890551,15.3914987,15.29445562,14.9364171,14.60281483,15.21076646,E9Q9B3_MOUSE,SPRY domain containing 3
Q6NXK5,15.1486434,15.30901442,14.76688602,14.88668731,14.19566441,14.85388944,DUS11_MOUSE,RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1)
Q8C9X6,15.14821042,15.34853799,14.94402111,15.21074743,15.37606772,15.42548474,EPC1_MOUSE,Enhancer of polycomb homolog 1
Q3UWM4,15.14743152,15.23813973,14.99812321,14.97668047,14.64378293,15.08357074,KDM7A_MOUSE,Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)
Q80WC3,15.14708565,15.14444316,14.95790916,14.53441232,14.71403618,15.32414186,TNC18_MOUSE,Trinucleotide repeat-containing gene 18 protein (Zinc finger protein 469)
Q9JK23,15.14679139,15.19091265,15.74099816,15.34652412,15.98037837,15.69845508,PSMG1_MOUSE,Proteasome assembly chaperone 1 (Down syndrome critical region protein 2 homolog)
Q6NVE8,15.14481754,14.95790009,15.32032107,15.54730125,15.11516967,15.48171431,WDR44_MOUSE,WD repeat-containing protein 44 (Rab11-binding protein) (Rab11BP) (Rabphilin-11)
Q9EST4,15.14457062,15.34133465,15.02640241,15.54381726,16.35933263,14.95503685,PSMG2_MOUSE,Proteasome assembly chaperone 2 (CD40 ligand-activated specific transcript 3) (Proteasome chaperone homolog 2) (Pba2) (Tumor necrosis factor superfamily member 5-induced protein 1)
Q7TSF4,15.14425992,15.15948113,15.1688562,15.29233961,15.08718104,15.30871942,LR75A_MOUSE,Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A)
Q9D0B6,15.14425992,14.71751578,14.6985636,15.22224398,15.23315903,14.87918596,PBDC1_MOUSE,Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1)
Q6VGS5,15.14410454,14.80137492,14.81944566,14.47146565,14.77418993,14.49778948,DAPLE_MOUSE,Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues)
Q8R164,15.14319585,14.37548749,14.5962713,14.99945836,15.94301383,14.25978004,BPHL_MOUSE,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein)
Q99J39,15.14258974,14.69131278,15.00829293,14.37192635,15.35621123,14.60509171,DCMC_MOUSE,"Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)"
Q9JJY4,15.14230653,15.39281045,14.54933947,15.51635563,15.01487045,15.16757887,DDX20_MOUSE,Probable ATP-dependent RNA helicase DDX20 (EC 3.6.1.15) (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3) (Regulator of steroidogenic factor 1) (ROSF-1)
Q7TPN9,15.14219084,15.08661312,15.33658675,15.10811194,15.01064174,15.51631869,PRR14_MOUSE,Proline-rich protein 14
Q8CBB9,15.14172,12.69710657,15.438467,13.03710419,10.62457364,10.58864346,RSAD2_MOUSE,"S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND) (EC 4.2.-.-) (Radical S-adenosyl methionine domain-containing protein 2) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible) (Viperin)"
Q91WQ5,15.14145259,15.53083608,15.21669661,15.2505797,15.6553686,15.53024172,TAF5L_MOUSE,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (TAF5L) (PCAF-associated factor 65 beta) (PAF65-beta)
P34884,15.14122106,15.38507035,15.39399369,15.82188357,15.57346672,15.28085412,MIF_MOUSE,Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Delayed early response protein 6) (DER6) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)
Q80W47,15.14067003,15.08050944,15.19213096,14.8830012,15.012642,15.29435869,WIPI2_MOUSE,WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)
P49446,15.13989504,14.88968457,14.83144086,15.00110467,15.15572742,14.82933625,PTPRE_MOUSE,Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48)
Q9CZR8,15.1376276,14.70606427,15.06344564,15.44932923,15.58532055,14.6307051,EFTS_MOUSE,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)"
Q91VM3,15.1369791,15.3921933,14.96987213,15.52693015,14.99046743,15.03379292,WIPI4_MOUSE,WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat domain X-linked 1) (WD repeat-containing protein 45)
P49615,15.13661469,15.37147378,14.86523064,15.47990339,14.96569862,15.31423981,CDK5_MOUSE,Cyclin-dependent kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Cyclin-dependent-like kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)
Q8C735,15.13627023,15.10508186,15.14337923,15.5667022,15.99635653,15.66847784,LIN9_MOUSE,Protein lin-9 homolog (mLin-9) (TUDOR gene similar 1 protein) (Type I interferon receptor beta chain-associated protein)
Q9JI75,15.13603386,14.05351018,14.82841916,14.98942111,14.91068957,14.23971785,NQO2_MOUSE,Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)
Q8BX57,15.13334293,15.32312515,15.23141246,15.36098079,16.06757301,15.04396712,PXK_MOUSE,"PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)"
B1AUN2,15.13296957,15.20264423,15.09431278,15.48449881,16.41861855,15.24303634,B1AUN2_MOUSE,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)
Q91ZW2,15.13281298,15.46282176,14.99873586,15.06646765,15.54414339,15.57671462,OFUT1_MOUSE,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)
Q8C2E7,15.13137872,15.39757771,15.01613796,15.46566205,15.61533364,15.23942698,WASC5_MOUSE,WASH complex subunit 5 (WASH complex subunit strumpellin)
Q921H9,15.13001947,14.549177,15.3754264,15.13921958,15.54796993,14.97827698,COA7_MOUSE,Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)
Q8VEA4,15.12941585,14.55990283,15.54375081,15.77653327,14.699914,14.82740225,MIA40_MOUSE,Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4)
Q8K183,15.1284173,13.22172154,15.53555181,10.68935515,15.66688694,14.88671589,PDXK_MOUSE,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)
Q8VDR9,15.12812324,15.23840847,15.41117994,14.92177587,14.58461611,15.5777622,DOCK6_MOUSE,Dedicator of cytokinesis protein 6
Q9Z127,15.12677303,13.35367064,14.81345555,13.42130221,13.57589373,14.03899613,LAT1_MOUSE,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (L-type amino acid transporter 1) (LAT1) (Solute carrier family 7 member 5)
O88974,15.12614384,15.79335691,15.05082221,15.26194064,15.78221248,15.42238348,SETB1_MOUSE,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (SET domain bifurcated 1)
Q6NXW6,15.12609543,15.04632257,14.91523051,14.83424388,15.00674245,15.30281382,RAD17_MOUSE,Cell cycle checkpoint protein RAD17
Q8R1S0,15.12555069,14.75097386,15.36961438,14.68514846,14.92671758,14.66340244,COQ6_MOUSE,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Coenzyme Q10 monooxygenase 6)"
Q9ERI5,15.12548612,15.30146047,15.5536023,15.35970839,15.412593,15.04517093,JMJD6_MOUSE,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)
Q922S8,15.125361,15.32608535,14.94156119,14.35195374,15.27119308,15.35227797,KIF2C_MOUSE,Kinesin-like protein KIF2C (Mitotic centromere-associated kinesin) (MCAK)
E9PX57,15.12489675,12.34815654,15.00341689,12.05376821,14.64210812,14.72620219,E9PX57_MOUSE,Kinesin-like protein
O70201,15.12426674,12.83997132,15.384234,11.34991038,12.73831234,11.7235793,BIRC5_MOUSE,Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin) (TIAP)
P63239,15.12256919,15.91802232,15.14700613,15.48755744,15.78049107,15.22761594,NEC1_MOUSE,Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Furin homolog) (PC3) (Prohormone convertase 1) (Propeptide-processing protease) (Proprotein convertase 1) (PC1)
